production_id,production_time,shift,equipment_id,product_id,worker_id,production_qty
P016309,2026-05-22 17:23:00,주간,M04,PR03,W002,1046
P016310,2026-04-23 05:36:00,야간,M02,PR01,W002,1075
P016311,2026-08-30 15:44:00,주간,M02,PR04,W008,1196
P016312,2026-09-30 22:51:00,야간,M05,PR01,W010,1016
P016313,2026-01-24 21:08:00,야간,M01,PR03,W007,1385
P016314,2026-06-15 12:23:00,주간,M01,PR04,W002,1452
P016315,2026-11-26 19:41:00,주간,M02,PR05,W006,1032
P016316,2026-06-16 20:51:00,야간,M01,PR04,W005,1401
P016317,2026-12-21 16:51:00,주간,M02,PR03,W002,1297
P016318,2026-04-22 03:03:00,야간,M03,PR02,W010,980
P016319,2026-09-04 23:31:00,야간,M04,PR05,W001,998
P016320,2026-04-04 02:27:00,야간,M05,PR02,W004,1176
P016321,2026-01-10 10:41:00,주간,M04,PR02,W007,1013
P016322,2026-09-18 23:22:00,야간,M02,PR05,W008,1221
P016323,2026-10-26 17:56:00,주간,M02,PR05,W005,1053
P016324,2026-08-02 14:57:00,주간,M02,PR02,W009,1019
P016325,2026-01-09 22:21:00,야간,M03,PR03,W003,972
P016326,2026-10-14 10:43:00,주간,M03,PR04,W006,979
P016327,2026-04-27 20:57:00,야간,M05,PR05,W007,1178
P016328,2026-08-23 05:16:00,야간,M03,PR02,W004,905
P016329,2026-04-06 21:43:00,야간,M04,PR02,W003,1068
P016330,2026-12-05 04:33:00,야간,M03,PR03,W010,953
P016331,2026-10-13 15:06:00,주간,M02,PR02,W008,1120
P016332,2026-11-14 09:07:00,주간,M05,PR02,W010,1216
P016333,2026-02-14 19:03:00,주간,M04,PR01,W009,1083
P016334,2026-05-04 12:01:00,주간,M03,PR01,W007,939
P016335,2026-11-30 19:24:00,주간,M03,PR04,W002,852
P016336,2026-12-15 18:23:00,주간,M05,PR04,W008,1009
P016337,2026-07-27 20:26:00,야간,M02,PR01,W002,1193
P016338,2026-09-22 09:24:00,주간,M05,PR04,W007,1184
P016339,2026-09-04 08:06:00,주간,M03,PR03,W006,858
P016340,2026-03-22 19:38:00,주간,M01,PR01,W003,1242
P016341,2026-07-15 09:39:00,주간,M02,PR05,W001,1200
P016342,2026-10-01 23:31:00,야간,M05,PR05,W007,1152
P016343,2026-10-04 17:31:00,주간,M02,PR03,W004,1221
P016344,2026-08-17 23:42:00,야간,M03,PR04,W006,966
P016345,2026-03-17 13:18:00,주간,M02,PR05,W003,1266
P016346,2026-03-15 12:57:00,주간,M04,PR05,W006,1049
P016347,2026-08-25 22:28:00,야간,M03,PR04,W002,907
P016348,2026-03-13 21:04:00,야간,M05,PR04,W006,1229
P016349,2026-01-19 06:22:00,야간,M01,PR02,W006,1420
P016350,2026-12-29 07:25:00,야간,M04,PR03,W008,974
P016351,2026-06-21 20:11:00,야간,M04,PR05,W008,992
P016352,2026-10-19 08:22:00,주간,M01,PR04,W008,1460
P016353,2026-11-28 19:45:00,주간,M03,PR04,W005,889
P016354,2026-01-24 14:31:00,주간,M04,PR03,W004,1038
P016355,2026-03-23 08:59:00,주간,M05,PR03,W002,1092
P016356,2026-09-17 15:43:00,주간,M02,PR04,W002,1283
P016357,2026-05-26 01:00:00,야간,M05,PR05,W009,1227
P016358,2026-05-11 11:32:00,주간,M04,PR02,W009,984
P016359,2026-09-02 00:05:00,야간,M05,PR04,W010,1219
P016360,2026-07-14 22:58:00,야간,M04,PR01,W008,1061
P016361,2026-06-17 22:44:00,야간,M01,PR03,W010,1245
P016362,2026-08-14 23:09:00,야간,M03,PR05,W003,852
P016363,2026-09-09 04:23:00,야간,M01,PR04,W009,1328
P016364,2026-08-16 20:45:00,야간,M02,PR04,W005,1104
P016365,2026-05-20 02:37:00,야간,M04,PR02,W009,1061
P016366,2026-11-18 21:15:00,야간,M05,PR05,W010,1228
P016367,2026-02-24 22:13:00,야간,M04,PR04,W005,1040
P016368,2026-05-25 22:10:00,야간,M04,PR01,W003,920
P016369,2026-05-14 22:19:00,야간,M04,PR04,W010,998
P016370,2026-02-14 12:38:00,주간,M03,PR01,W008,915
P016371,2026-09-07 11:20:00,주간,M04,PR04,W003,1083
P016372,2026-04-30 07:57:00,야간,M01,PR03,W003,1368
P016373,2026-12-19 04:43:00,야간,M02,PR05,W009,1105
P016374,2026-03-30 21:32:00,야간,M02,PR05,W003,1044
P016375,2026-08-01 05:29:00,야간,M03,PR04,W005,946
P016376,2026-06-22 06:37:00,야간,M05,PR03,W001,1037
P016377,2026-10-13 06:54:00,야간,M02,PR05,W004,1172
P016378,2026-06-20 01:52:00,야간,M02,PR03,W005,1153
P016379,2026-01-22 06:59:00,야간,M03,PR05,W008,903
P016380,2026-01-31 15:48:00,주간,M01,PR02,W009,1455
P016381,2026-05-28 19:06:00,주간,M04,PR03,W005,919
P016382,2026-10-02 22:16:00,야간,M01,PR01,W006,1288
P016383,2026-03-09 13:51:00,주간,M02,PR04,W002,1023
P016384,2026-08-24 17:17:00,주간,M03,PR01,W005,930
P016385,2026-12-13 09:33:00,주간,M04,PR01,W008,1046
P016386,2026-12-14 20:38:00,야간,M03,PR02,W010,951
P016387,2026-04-08 08:48:00,주간,M04,PR01,W010,924
P016388,2026-04-19 12:37:00,주간,M05,PR02,W004,1277
P016389,2026-10-25 04:07:00,야간,M04,PR05,W003,962
P016390,2026-01-09 21:41:00,야간,M02,PR05,W001,1216
P016391,2026-02-03 03:16:00,야간,M05,PR04,W006,1124
P016392,2026-04-27 23:11:00,야간,M01,PR01,W006,1370
P016393,2026-08-20 13:41:00,주간,M03,PR04,W004,897
P016394,2026-08-18 21:23:00,야간,M05,PR05,W007,1049
P016395,2026-10-05 17:06:00,주간,M05,PR05,W009,1206
P016396,2026-06-01 22:40:00,야간,M05,PR03,W004,1069
P016397,2026-07-27 01:21:00,야간,M02,PR03,W007,1123
P016398,2026-09-23 09:17:00,주간,M01,PR04,W010,1335
P016399,2026-11-01 16:18:00,주간,M01,PR01,W003,1400
P016400,2026-08-20 21:05:00,야간,M02,PR05,W003,1109
P016401,2026-02-16 14:24:00,주간,M03,PR05,W006,887
P016402,2026-04-07 20:14:00,야간,M02,PR01,W010,1147
P016403,2026-05-22 16:29:00,주간,M03,PR02,W003,937
P016404,2026-07-26 05:02:00,야간,M02,PR05,W004,1006
P016405,2026-12-03 17:09:00,주간,M04,PR05,W007,1054
P016406,2026-09-23 23:35:00,야간,M04,PR01,W001,1097
P016407,2026-01-19 22:59:00,야간,M02,PR03,W006,1097
P016408,2026-08-28 07:49:00,야간,M01,PR02,W006,1218
P016409,2026-07-18 06:11:00,야간,M05,PR04,W010,1036
P016410,2026-12-17 20:32:00,야간,M05,PR03,W009,1053
P016411,2026-11-25 21:19:00,야간,M02,PR01,W005,1234
P016412,2026-03-16 07:55:00,야간,M02,PR02,W007,1267
P016413,2026-10-27 18:23:00,주간,M02,PR01,W009,1273
P016414,2026-05-20 07:27:00,야간,M04,PR04,W007,933
P016415,2026-05-26 17:55:00,주간,M01,PR03,W004,1322
P016416,2026-08-05 06:32:00,야간,M02,PR04,W001,1188
P016417,2026-08-04 18:50:00,주간,M05,PR02,W002,1299
P016418,2026-08-28 06:06:00,야간,M03,PR02,W010,886
P016419,2026-07-07 12:53:00,주간,M05,PR01,W003,1049
P016420,2026-09-03 12:27:00,주간,M03,PR01,W010,957
P016421,2026-11-23 21:02:00,야간,M01,PR03,W008,1423
P016422,2026-08-22 10:01:00,주간,M03,PR03,W006,987
P016423,2026-08-17 10:06:00,주간,M02,PR03,W005,1063
P016424,2026-04-03 21:13:00,야간,M01,PR05,W006,1497
P016425,2026-05-30 15:49:00,주간,M03,PR05,W008,856
P016426,2026-02-26 22:52:00,야간,M05,PR01,W005,1160
P016427,2026-04-21 06:29:00,야간,M02,PR02,W006,1163
P016428,2026-12-18 06:34:00,야간,M01,PR05,W007,1221
P016429,2026-03-31 02:37:00,야간,M03,PR01,W005,957
P016430,2026-12-14 22:38:00,야간,M05,PR05,W009,1152
P016431,2026-04-06 20:28:00,야간,M01,PR01,W003,1216
P016432,2026-03-13 06:20:00,야간,M05,PR02,W007,1219
P016433,2026-09-02 14:30:00,주간,M02,PR03,W007,1270
P016434,2026-06-04 18:13:00,주간,M04,PR04,W005,1100
P016435,2026-12-06 20:50:00,야간,M04,PR05,W009,974
P016436,2026-08-25 15:46:00,주간,M03,PR04,W002,983
P016437,2026-06-19 04:55:00,야간,M03,PR04,W002,991
P016438,2026-05-28 09:46:00,주간,M01,PR03,W003,1213
P016439,2026-02-01 17:02:00,주간,M05,PR01,W004,1097
P016440,2026-08-05 23:55:00,야간,M02,PR02,W002,1300
P016441,2026-07-26 06:33:00,야간,M03,PR05,W005,885
P016442,2026-09-02 05:33:00,야간,M01,PR01,W009,1370
P016443,2026-02-17 04:58:00,야간,M01,PR02,W005,1340
P016444,2026-12-12 13:31:00,주간,M02,PR01,W008,1219
P016445,2026-11-24 21:53:00,야간,M05,PR03,W009,1068
P016446,2026-10-11 17:55:00,주간,M04,PR03,W004,1066
P016447,2026-09-01 12:01:00,주간,M03,PR05,W004,877
P016448,2026-12-13 11:03:00,주간,M01,PR01,W004,1352
P016449,2026-08-19 21:49:00,야간,M04,PR01,W001,1039
P016450,2026-08-06 01:05:00,야간,M01,PR01,W001,1456
P016451,2026-09-19 21:13:00,야간,M05,PR05,W007,1063
P016452,2026-08-22 20:58:00,야간,M02,PR04,W008,1253
P016453,2026-10-29 12:59:00,주간,M02,PR05,W005,1099
P016454,2026-07-09 10:09:00,주간,M01,PR04,W001,1464
P016455,2026-01-05 08:09:00,주간,M03,PR03,W006,929
P016456,2026-11-22 05:03:00,야간,M01,PR05,W007,1337
P016457,2026-09-29 19:20:00,주간,M03,PR04,W002,918
P016458,2026-12-10 08:59:00,주간,M04,PR05,W009,996
P016459,2026-09-14 07:12:00,야간,M04,PR05,W001,1037
P016460,2026-02-13 18:59:00,주간,M02,PR05,W005,1153
P016461,2026-10-20 20:43:00,야간,M01,PR01,W006,1276
P016462,2026-02-18 13:22:00,주간,M02,PR02,W004,1228
P016463,2026-12-06 10:55:00,주간,M04,PR01,W001,999
P016464,2026-10-25 12:12:00,주간,M03,PR05,W010,971
P016465,2026-03-01 12:27:00,주간,M05,PR05,W010,1117
P016466,2026-12-20 21:25:00,야간,M03,PR02,W007,898
P016467,2026-09-08 01:56:00,야간,M05,PR05,W007,1191
P016468,2026-12-17 03:55:00,야간,M02,PR04,W010,1127
P016469,2026-11-08 23:02:00,야간,M05,PR02,W003,1164
P016470,2026-08-01 12:27:00,주간,M02,PR03,W003,1056
P016471,2026-09-11 12:37:00,주간,M04,PR05,W002,1037
P016472,2026-02-03 22:05:00,야간,M04,PR04,W005,921
P016473,2026-06-15 21:23:00,야간,M01,PR05,W007,1345
P016474,2026-06-09 21:51:00,야간,M04,PR05,W001,1070
P016475,2026-03-10 20:12:00,야간,M04,PR05,W003,1046
P016476,2026-03-21 18:47:00,주간,M03,PR02,W006,877
P016477,2026-12-02 04:17:00,야간,M01,PR05,W010,1326
P016478,2026-09-30 09:51:00,주간,M05,PR03,W007,1236
P016479,2026-07-07 10:20:00,주간,M04,PR01,W004,1083
P016480,2026-10-12 20:53:00,야간,M04,PR04,W010,1053
P016481,2026-01-22 11:07:00,주간,M01,PR04,W009,1482
P016482,2026-10-26 02:04:00,야간,M05,PR05,W008,1278
P016483,2026-09-07 06:31:00,야간,M02,PR01,W005,1010
P016484,2026-12-24 03:37:00,야간,M05,PR02,W004,1254
P016485,2026-03-12 10:02:00,주간,M02,PR03,W010,1129
P016486,2026-07-14 09:00:00,주간,M02,PR05,W009,1141
P016487,2026-07-17 18:07:00,주간,M02,PR02,W003,1210
P016488,2026-01-28 12:26:00,주간,M03,PR01,W003,900
P016489,2026-07-27 14:59:00,주간,M03,PR01,W009,902
P016490,2026-08-16 18:57:00,주간,M04,PR04,W003,954
P016491,2026-04-15 20:25:00,야간,M05,PR01,W010,1298
P016492,2026-06-30 02:12:00,야간,M03,PR02,W006,875
P016493,2026-04-16 04:50:00,야간,M02,PR02,W008,1125
P016494,2026-09-30 21:33:00,야간,M02,PR02,W008,1184
P016495,2026-11-22 22:01:00,야간,M01,PR05,W003,1286
P016496,2026-02-22 22:59:00,야간,M01,PR03,W001,1241
P016497,2026-09-10 21:20:00,야간,M05,PR03,W003,1242
P016498,2026-01-03 17:48:00,주간,M01,PR04,W008,1203
P016499,2026-05-30 09:27:00,주간,M04,PR02,W007,968
P016500,2026-01-18 14:10:00,주간,M01,PR05,W007,1389
P016501,2026-11-28 20:44:00,야간,M03,PR04,W010,920
P016502,2026-01-18 09:32:00,주간,M04,PR04,W005,960
P016503,2026-10-03 23:46:00,야간,M01,PR05,W003,1260
P016504,2026-03-04 17:34:00,주간,M04,PR01,W003,932
P016505,2026-10-04 08:27:00,주간,M04,PR01,W004,936
P016506,2026-01-02 04:49:00,야간,M01,PR05,W009,1302
P016507,2026-11-28 05:15:00,야간,M02,PR04,W001,1141
P016508,2026-04-18 10:53:00,주간,M04,PR05,W002,1090
P016509,2026-12-14 23:42:00,야간,M04,PR05,W001,1053
P016510,2026-08-19 13:06:00,주간,M03,PR05,W009,981
P016511,2026-05-30 02:50:00,야간,M01,PR03,W006,1490
P016512,2026-07-03 20:50:00,야간,M01,PR05,W004,1475
P016513,2026-05-21 21:34:00,야간,M01,PR01,W006,1402
P016514,2026-10-24 11:24:00,주간,M04,PR03,W005,957
P016515,2026-06-25 05:34:00,야간,M02,PR03,W002,1182
P016516,2026-10-12 04:06:00,야간,M04,PR02,W001,1006
P016517,2026-08-09 21:25:00,야간,M04,PR02,W009,1037
P016518,2026-07-27 11:58:00,주간,M04,PR03,W001,948
P016519,2026-01-19 17:44:00,주간,M01,PR01,W002,1473
P016520,2026-08-13 06:40:00,야간,M05,PR01,W008,1257
P016521,2026-08-10 22:34:00,야간,M03,PR02,W007,875
P016522,2026-12-10 06:37:00,야간,M01,PR02,W003,1297
P016523,2026-04-04 15:08:00,주간,M03,PR02,W010,861
P016524,2026-01-19 19:39:00,주간,M05,PR01,W002,1213
P016525,2026-05-15 01:16:00,야간,M02,PR04,W007,1097
P016526,2026-04-21 06:44:00,야간,M03,PR02,W001,882
P016527,2026-10-07 09:18:00,주간,M02,PR04,W005,1165
P016528,2026-01-28 09:23:00,주간,M05,PR03,W009,1091
P016529,2026-11-03 17:45:00,주간,M04,PR01,W009,940
P016530,2026-11-18 12:39:00,주간,M04,PR05,W006,1042
P016531,2026-01-29 09:42:00,주간,M05,PR01,W002,1085
P016532,2026-07-27 19:29:00,주간,M01,PR04,W004,1393
P016533,2026-03-08 23:46:00,야간,M05,PR05,W002,1220
P016534,2026-02-02 00:32:00,야간,M01,PR02,W003,1217
P016535,2026-03-13 12:31:00,주간,M03,PR04,W006,993
P016536,2026-05-18 13:30:00,주간,M02,PR01,W006,1231
P016537,2026-02-22 23:13:00,야간,M04,PR05,W003,975
P016538,2026-08-02 16:16:00,주간,M01,PR03,W001,1477
P016539,2026-12-09 21:23:00,야간,M04,PR02,W003,945
P016540,2026-06-19 19:33:00,주간,M02,PR01,W002,1206
P016541,2026-10-28 04:21:00,야간,M02,PR03,W010,1196
P016542,2026-10-15 22:17:00,야간,M05,PR02,W001,1194
P016543,2026-03-30 21:14:00,야간,M03,PR05,W010,979
P016544,2026-12-28 00:19:00,야간,M02,PR03,W007,1180
P016545,2026-09-11 18:44:00,주간,M01,PR01,W002,1244
P016546,2026-02-16 12:00:00,주간,M01,PR05,W001,1452
P016547,2026-08-16 22:13:00,야간,M02,PR03,W004,1257
P016548,2026-07-06 21:07:00,야간,M02,PR01,W010,1288
P016549,2026-02-05 11:42:00,주간,M05,PR01,W008,1095
P016550,2026-07-30 17:37:00,주간,M02,PR03,W002,1008
P016551,2026-02-15 12:47:00,주간,M02,PR03,W003,1116
P016552,2026-01-22 01:53:00,야간,M05,PR04,W005,1171
P016553,2026-04-19 22:01:00,야간,M03,PR02,W001,961
P016554,2026-11-20 17:30:00,주간,M04,PR03,W002,922
P016555,2026-08-05 19:57:00,주간,M05,PR02,W001,1185
P016556,2026-12-11 22:24:00,야간,M03,PR04,W001,911
P016557,2026-02-27 16:27:00,주간,M02,PR01,W001,1208
P016558,2026-10-29 01:25:00,야간,M04,PR03,W003,1012
P016559,2026-09-06 13:46:00,주간,M04,PR01,W001,954
P016560,2026-04-25 05:48:00,야간,M04,PR04,W001,1075
P016561,2026-06-12 11:24:00,주간,M01,PR04,W007,1256
P016562,2026-07-10 11:13:00,주간,M04,PR01,W007,1022
P016563,2026-04-01 20:07:00,야간,M04,PR03,W007,1077
P016564,2026-12-02 21:39:00,야간,M01,PR04,W010,1490
P016565,2026-04-12 07:36:00,야간,M01,PR03,W001,1225
P016566,2026-04-07 13:30:00,주간,M02,PR04,W005,1036
P016567,2026-08-11 14:54:00,주간,M03,PR02,W008,918
P016568,2026-02-01 21:38:00,야간,M05,PR02,W006,1226
P016569,2026-09-19 05:29:00,야간,M05,PR05,W008,1279
P016570,2026-11-11 02:51:00,야간,M04,PR02,W008,900
P016571,2026-12-22 11:16:00,주간,M02,PR01,W008,1103
P016572,2026-05-24 03:29:00,야간,M03,PR01,W005,914
P016573,2026-07-30 05:09:00,야간,M01,PR01,W007,1387
P016574,2026-07-11 16:27:00,주간,M03,PR03,W009,860
P016575,2026-05-27 04:25:00,야간,M05,PR05,W002,1269
P016576,2026-10-13 08:38:00,주간,M05,PR03,W006,1143
P016577,2026-12-18 02:22:00,야간,M04,PR05,W003,1090
P016578,2026-02-01 16:04:00,주간,M05,PR02,W005,1027
P016579,2026-01-21 05:48:00,야간,M01,PR03,W002,1455
P016580,2026-04-08 14:42:00,주간,M02,PR05,W002,1270
P016581,2026-05-05 21:39:00,야간,M02,PR03,W002,1163
P016582,2026-07-08 19:57:00,주간,M01,PR01,W001,1337
P016583,2026-02-14 20:09:00,야간,M03,PR05,W006,914
P016584,2026-12-19 13:27:00,주간,M04,PR01,W010,1076
P016585,2026-11-16 02:06:00,야간,M03,PR01,W004,935
P016586,2026-11-16 17:01:00,주간,M05,PR04,W007,1056
P016587,2026-10-25 17:32:00,주간,M03,PR05,W005,874
P016588,2026-11-04 17:17:00,주간,M01,PR04,W008,1350
P016589,2026-08-22 16:35:00,주간,M03,PR05,W005,947
P016590,2026-04-05 23:51:00,야간,M05,PR02,W008,1222
P016591,2026-11-29 15:30:00,주간,M01,PR05,W005,1438
P016592,2026-06-16 14:06:00,주간,M03,PR02,W004,942
P016593,2026-05-07 21:40:00,야간,M04,PR05,W002,1024
P016594,2026-07-20 15:43:00,주간,M04,PR02,W008,1092
P016595,2026-04-22 10:51:00,주간,M04,PR03,W002,905
P016596,2026-04-18 23:06:00,야간,M04,PR03,W005,1084
P016597,2026-08-23 12:15:00,주간,M03,PR01,W007,997
P016598,2026-09-25 13:40:00,주간,M02,PR02,W009,1178
P016599,2026-02-03 00:56:00,야간,M02,PR05,W001,1171
P016600,2026-08-30 15:09:00,주간,M04,PR03,W004,1081
P016601,2026-07-03 11:04:00,주간,M02,PR04,W001,1040
P016602,2026-09-20 02:23:00,야간,M02,PR01,W004,1231
P016603,2026-05-11 05:37:00,야간,M05,PR02,W009,1103
P016604,2026-06-07 14:53:00,주간,M05,PR03,W009,1111
P016605,2026-03-01 20:41:00,야간,M01,PR01,W010,1298
P016606,2026-01-03 10:12:00,주간,M04,PR04,W001,1075
P016607,2026-04-26 04:27:00,야간,M02,PR02,W002,1090
P016608,2026-05-15 20:12:00,야간,M03,PR05,W010,858
P016609,2026-05-25 14:03:00,주간,M01,PR01,W004,1378
P016610,2026-10-26 12:18:00,주간,M05,PR02,W001,1005
P016611,2026-11-18 23:42:00,야간,M02,PR05,W002,1116
P016612,2026-01-01 04:25:00,야간,M05,PR03,W007,1113
P016613,2026-08-27 08:56:00,주간,M02,PR02,W005,1023
P016614,2026-04-25 12:04:00,주간,M03,PR02,W001,986
P016615,2026-11-18 09:37:00,주간,M02,PR05,W006,1235
P016616,2026-06-11 12:46:00,주간,M01,PR01,W010,1216
P016617,2026-11-22 17:23:00,주간,M02,PR05,W001,1266
P016618,2026-08-10 21:27:00,야간,M02,PR01,W001,1115
P016619,2026-06-20 19:53:00,주간,M05,PR03,W005,1285
P016620,2026-06-25 07:47:00,야간,M04,PR01,W004,970
P016621,2026-04-24 20:10:00,야간,M05,PR02,W010,1285
P016622,2026-09-23 09:12:00,주간,M04,PR03,W002,945
P016623,2026-09-18 13:23:00,주간,M05,PR05,W004,1228
P016624,2026-01-15 19:13:00,주간,M01,PR01,W010,1446
P016625,2026-03-08 23:26:00,야간,M02,PR03,W001,1204
P016626,2026-08-19 22:54:00,야간,M03,PR02,W003,962
P016627,2026-03-12 12:54:00,주간,M05,PR04,W009,1139
P016628,2026-02-19 22:51:00,야간,M01,PR02,W002,1424
P016629,2026-08-21 03:20:00,야간,M02,PR03,W002,1164
P016630,2026-08-24 03:29:00,야간,M04,PR04,W006,932
P016631,2026-02-20 15:18:00,주간,M03,PR05,W007,960
P016632,2026-12-26 19:58:00,주간,M02,PR04,W010,1229
P016633,2026-03-11 08:38:00,주간,M03,PR05,W007,887
P016634,2026-05-09 02:59:00,야간,M05,PR03,W004,1174
P016635,2026-03-15 06:51:00,야간,M04,PR05,W006,1016
P016636,2026-08-29 13:18:00,주간,M02,PR03,W006,1286
P016637,2026-04-26 00:29:00,야간,M04,PR05,W004,959
P016638,2026-09-09 13:28:00,주간,M05,PR05,W002,1020
P016639,2026-06-08 01:30:00,야간,M03,PR03,W003,943
P016640,2026-04-27 03:18:00,야간,M04,PR04,W003,921
P016641,2026-11-14 19:48:00,주간,M05,PR05,W003,1152
P016642,2026-05-30 23:11:00,야간,M05,PR05,W003,1173
P016643,2026-01-25 20:23:00,야간,M03,PR01,W005,970
P016644,2026-01-19 13:58:00,주간,M01,PR05,W001,1283
P016645,2026-04-09 22:27:00,야간,M01,PR02,W006,1307
P016646,2026-05-05 15:16:00,주간,M05,PR04,W001,1270
P016647,2026-06-22 06:29:00,야간,M04,PR03,W001,1006
P016648,2026-07-06 09:16:00,주간,M05,PR03,W004,1058
P016649,2026-10-26 23:32:00,야간,M03,PR02,W001,869
P016650,2026-12-27 23:35:00,야간,M05,PR02,W005,1296
P016651,2026-09-11 08:12:00,주간,M02,PR04,W009,1175
P016652,2026-04-28 21:14:00,야간,M02,PR04,W004,1153
P016653,2026-05-01 08:36:00,주간,M03,PR04,W003,908
P016654,2026-02-14 09:32:00,주간,M05,PR03,W002,1053
P016655,2026-02-22 23:02:00,야간,M01,PR01,W008,1360
P016656,2026-05-22 14:38:00,주간,M01,PR05,W010,1343
P016657,2026-06-22 11:04:00,주간,M03,PR02,W001,998
P016658,2026-08-02 17:56:00,주간,M03,PR05,W001,979
P016659,2026-04-21 12:35:00,주간,M02,PR05,W005,1091
P016660,2026-08-21 09:54:00,주간,M05,PR03,W005,1176
P016661,2026-02-05 08:01:00,주간,M02,PR01,W005,1239
P016662,2026-12-15 21:05:00,야간,M02,PR02,W005,1237
P016663,2026-10-09 09:48:00,주간,M02,PR03,W003,1118
P016664,2026-05-04 10:03:00,주간,M03,PR05,W006,943
P016665,2026-01-13 22:54:00,야간,M04,PR05,W004,1029
P016666,2026-06-16 12:52:00,주간,M02,PR01,W009,1079
P016667,2026-11-25 16:40:00,주간,M04,PR03,W002,937
P016668,2026-07-22 18:20:00,주간,M02,PR05,W010,1160
P016669,2026-07-25 02:22:00,야간,M01,PR04,W007,1271
P016670,2026-12-28 02:44:00,야간,M03,PR05,W008,944
P016671,2026-10-10 02:35:00,야간,M04,PR01,W010,1078
P016672,2026-10-07 09:00:00,주간,M04,PR04,W004,961
P016673,2026-10-18 09:49:00,주간,M04,PR04,W003,1009
P016674,2026-02-22 21:42:00,야간,M01,PR01,W006,1207
P016675,2026-03-25 22:32:00,야간,M02,PR02,W002,1149
P016676,2026-12-18 03:07:00,야간,M05,PR04,W006,1079
P016677,2026-04-19 07:32:00,야간,M03,PR04,W001,999
P016678,2026-10-17 14:55:00,주간,M02,PR02,W008,1003
P016679,2026-07-08 22:09:00,야간,M02,PR01,W004,1300
P016680,2026-05-24 05:24:00,야간,M04,PR04,W001,1068
P016681,2026-10-30 13:32:00,주간,M02,PR03,W004,1165
P016682,2026-12-20 17:16:00,주간,M04,PR02,W005,1051
P016683,2026-03-19 14:47:00,주간,M01,PR04,W010,1491
P016684,2026-05-15 08:23:00,주간,M01,PR05,W004,1257
P016685,2026-05-18 03:40:00,야간,M04,PR01,W003,998
P016686,2026-03-22 03:27:00,야간,M03,PR01,W004,976
P016687,2026-02-05 16:19:00,주간,M04,PR05,W001,912
P016688,2026-12-23 17:55:00,주간,M03,PR05,W006,893
P016689,2026-09-24 08:43:00,주간,M05,PR05,W004,1057
P016690,2026-04-23 06:58:00,야간,M04,PR05,W008,1047
P016691,2026-07-10 13:00:00,주간,M05,PR04,W006,1076
P016692,2026-12-11 14:49:00,주간,M03,PR05,W003,903
P016693,2026-06-24 21:28:00,야간,M02,PR05,W008,1094
P016694,2026-07-26 03:52:00,야간,M03,PR02,W007,966
P016695,2026-02-26 17:08:00,주간,M01,PR02,W006,1244
P016696,2026-07-08 05:24:00,야간,M01,PR02,W005,1369
P016697,2026-05-16 14:11:00,주간,M04,PR04,W002,1031
P016698,2026-06-07 13:12:00,주간,M02,PR03,W001,1232
P016699,2026-05-02 13:56:00,주간,M05,PR03,W005,1292
P016700,2026-08-17 11:29:00,주간,M04,PR04,W003,1049
P016701,2026-11-14 00:48:00,야간,M04,PR04,W010,1089
P016702,2026-06-27 18:17:00,주간,M04,PR05,W007,1008
P016703,2026-10-28 01:45:00,야간,M04,PR04,W006,1016
P016704,2026-12-04 12:07:00,주간,M04,PR04,W008,920
P016705,2026-01-09 00:02:00,야간,M03,PR05,W006,919
P016706,2026-09-09 19:40:00,주간,M03,PR02,W007,903
P016707,2026-04-12 13:04:00,주간,M01,PR01,W005,1313
P016708,2026-08-14 06:33:00,야간,M01,PR02,W001,1401
P016709,2026-04-28 10:43:00,주간,M05,PR01,W009,1184
P016710,2026-03-20 23:45:00,야간,M03,PR01,W006,956
P016711,2026-02-12 08:22:00,주간,M01,PR01,W002,1428
P016712,2026-10-29 09:03:00,주간,M02,PR05,W005,1167
P016713,2026-10-14 10:43:00,주간,M03,PR01,W005,856
P016714,2026-11-12 17:29:00,주간,M05,PR04,W001,1070
P016715,2026-11-08 03:07:00,야간,M02,PR03,W001,1085
P016716,2026-08-06 03:26:00,야간,M05,PR05,W006,1222
P016717,2026-02-01 23:00:00,야간,M05,PR02,W005,1142
P016718,2026-02-28 11:21:00,주간,M05,PR02,W010,1059
P016719,2026-05-21 21:38:00,야간,M03,PR02,W008,908
P016720,2026-06-16 05:50:00,야간,M01,PR02,W008,1327
P016721,2026-11-22 15:22:00,주간,M04,PR01,W006,1029
P016722,2026-12-14 13:58:00,주간,M04,PR03,W004,998
P016723,2026-08-10 17:24:00,주간,M02,PR02,W010,1266
P016724,2026-10-09 08:56:00,주간,M04,PR05,W002,959
P016725,2026-08-18 20:42:00,야간,M03,PR02,W003,984
P016726,2026-06-02 21:28:00,야간,M01,PR03,W006,1397
P016727,2026-08-30 23:33:00,야간,M05,PR01,W006,1125
P016728,2026-02-27 04:42:00,야간,M01,PR02,W002,1313
P016729,2026-09-22 12:33:00,주간,M04,PR01,W008,960
P016730,2026-04-21 23:20:00,야간,M04,PR04,W003,1099
P016731,2026-04-29 05:15:00,야간,M02,PR01,W005,1211
P016732,2026-09-15 04:58:00,야간,M05,PR02,W007,1161
P016733,2026-04-28 01:56:00,야간,M02,PR04,W009,1250
P016734,2026-12-20 15:57:00,주간,M05,PR03,W009,1043
