quality_id,production_id,inspection_time,inspector,inspection_result,defect_type,defect_qty,defect_rate,defect_cause
Q013546,P013546,2026-09-16 22:53:00,검사원C,합격,없음,0,0.0,정상
Q013547,P013547,2026-02-09 20:55:00,검사원A,합격,없음,0,0.0,정상
Q013548,P013548,2026-08-24 15:37:00,검사원A,합격,없음,0,0.0,정상
Q013549,P013549,2026-06-03 10:21:00,검사원A,합격,없음,0,0.0,정상
Q013550,P013550,2026-09-07 15:47:00,검사원B,합격,없음,0,0.0,정상
Q013551,P013551,2026-06-22 23:33:00,검사원B,합격,없음,0,0.0,정상
Q013552,P013552,2026-08-09 14:50:00,검사원C,합격,없음,0,0.0,정상
Q013553,P013553,2026-04-06 09:31:00,검사원B,합격,없음,0,0.0,정상
Q013554,P013554,2026-08-02 09:31:00,검사원C,합격,없음,0,0.0,정상
Q013555,P013555,2026-02-15 05:46:00,검사원A,합격,없음,0,0.0,정상
Q013556,P013556,2026-11-10 06:57:00,검사원A,합격,없음,0,0.0,정상
Q013557,P013557,2026-10-23 22:53:00,검사원A,합격,없음,0,0.0,정상
Q013558,P013558,2026-06-06 14:04:00,검사원C,합격,없음,0,0.0,정상
Q013559,P013559,2026-04-12 00:54:00,검사원C,합격,없음,0,0.0,정상
Q013560,P013560,2026-07-13 23:21:00,검사원C,합격,없음,0,0.0,정상
Q013561,P013561,2026-03-04 21:00:00,검사원A,합격,없음,0,0.0,정상
Q013562,P013562,2026-06-20 21:50:00,검사원B,불합격,스크래치,25,2.64,설비 마모
Q013563,P013563,2026-06-13 12:05:00,검사원C,합격,없음,0,0.0,정상
Q013564,P013564,2026-09-10 03:39:00,검사원B,합격,없음,0,0.0,정상
Q013565,P013565,2026-11-28 22:24:00,검사원B,합격,없음,0,0.0,정상
Q013566,P013566,2026-04-07 10:03:00,검사원C,합격,없음,0,0.0,정상
Q013567,P013567,2026-06-07 11:15:00,검사원B,합격,없음,0,0.0,정상
Q013568,P013568,2026-09-21 14:25:00,검사원A,불합격,치수불량,27,3.03,설비 진동
Q013569,P013569,2026-01-12 22:51:00,검사원B,합격,없음,0,0.0,정상
Q013570,P013570,2026-12-22 17:51:00,검사원A,합격,없음,0,0.0,정상
Q013571,P013571,2026-12-25 16:45:00,검사원A,합격,없음,0,0.0,정상
Q013572,P013572,2026-08-19 20:47:00,검사원B,합격,없음,0,0.0,정상
Q013573,P013573,2026-10-16 12:48:00,검사원B,합격,없음,0,0.0,정상
Q013574,P013574,2026-02-21 14:58:00,검사원A,합격,없음,0,0.0,정상
Q013575,P013575,2026-09-24 22:15:00,검사원C,합격,없음,0,0.0,정상
Q013576,P013576,2026-08-13 09:26:00,검사원C,합격,없음,0,0.0,정상
Q013577,P013577,2026-07-29 12:51:00,검사원A,합격,없음,0,0.0,정상
Q013578,P013578,2026-11-24 16:08:00,검사원B,합격,없음,0,0.0,정상
Q013579,P013579,2026-01-02 23:28:00,검사원A,합격,없음,0,0.0,정상
Q013580,P013580,2026-07-06 11:11:00,검사원A,합격,없음,0,0.0,정상
Q013581,P013581,2026-08-29 21:15:00,검사원B,합격,없음,0,0.0,정상
Q013582,P013582,2026-11-20 16:37:00,검사원C,합격,없음,0,0.0,정상
Q013583,P013583,2026-09-26 22:00:00,검사원A,합격,없음,0,0.0,정상
Q013584,P013584,2026-01-22 17:21:00,검사원C,불합격,변형,15,1.63,온도 이상
Q013585,P013585,2026-09-14 10:34:00,검사원B,합격,없음,0,0.0,정상
Q013586,P013586,2026-06-03 02:07:00,검사원C,합격,없음,0,0.0,정상
Q013587,P013587,2026-08-08 06:12:00,검사원C,합격,없음,0,0.0,정상
Q013588,P013588,2026-09-06 09:36:00,검사원A,합격,없음,0,0.0,정상
Q013589,P013589,2026-06-26 23:44:00,검사원C,합격,없음,0,0.0,정상
Q013590,P013590,2026-01-05 11:29:00,검사원C,합격,없음,0,0.0,정상
Q013591,P013591,2026-03-05 11:30:00,검사원A,합격,없음,0,0.0,정상
Q013592,P013592,2026-01-21 15:09:00,검사원B,합격,없음,0,0.0,정상
Q013593,P013593,2026-01-21 02:08:00,검사원C,합격,없음,0,0.0,정상
Q013594,P013594,2026-09-13 12:34:00,검사원A,합격,없음,0,0.0,정상
Q013595,P013595,2026-05-25 20:48:00,검사원A,불합격,치수불량,3,0.27,설비 진동
Q013596,P013596,2026-02-13 22:23:00,검사원A,합격,없음,0,0.0,정상
Q013597,P013597,2026-01-08 13:25:00,검사원C,불합격,치수불량,27,2.71,설비 진동
Q013598,P013598,2026-02-22 22:12:00,검사원A,합격,없음,0,0.0,정상
Q013599,P013599,2026-05-30 00:18:00,검사원B,합격,없음,0,0.0,정상
Q013600,P013600,2026-03-02 20:22:00,검사원C,불합격,오염,5,0.41,작업환경
Q013601,P013601,2026-02-18 12:12:00,검사원B,합격,없음,0,0.0,정상
Q013602,P013602,2026-12-02 03:33:00,검사원A,합격,없음,0,0.0,정상
Q013603,P013603,2026-02-09 20:25:00,검사원C,합격,없음,0,0.0,정상
Q013604,P013604,2026-12-18 11:36:00,검사원B,합격,없음,0,0.0,정상
Q013605,P013605,2026-11-09 05:23:00,검사원B,합격,없음,0,0.0,정상
Q013606,P013606,2026-02-05 18:33:00,검사원B,합격,없음,0,0.0,정상
Q013607,P013607,2026-09-16 03:33:00,검사원C,합격,없음,0,0.0,정상
Q013608,P013608,2026-04-30 14:56:00,검사원A,불합격,스크래치,24,2.58,설비 마모
Q013609,P013609,2026-08-19 14:08:00,검사원A,합격,없음,0,0.0,정상
Q013610,P013610,2026-10-26 19:40:00,검사원A,합격,없음,0,0.0,정상
Q013611,P013611,2026-12-22 22:46:00,검사원A,합격,없음,0,0.0,정상
Q013612,P013612,2026-02-19 01:50:00,검사원A,합격,없음,0,0.0,정상
Q013613,P013613,2026-02-28 17:36:00,검사원C,합격,없음,0,0.0,정상
Q013614,P013614,2026-06-08 01:52:00,검사원B,합격,없음,0,0.0,정상
Q013615,P013615,2026-01-20 16:23:00,검사원A,합격,없음,0,0.0,정상
Q013616,P013616,2026-03-05 10:13:00,검사원C,합격,없음,0,0.0,정상
Q013617,P013617,2026-08-27 19:37:00,검사원C,합격,없음,0,0.0,정상
Q013618,P013618,2026-09-05 23:28:00,검사원C,합격,없음,0,0.0,정상
Q013619,P013619,2026-04-07 21:10:00,검사원B,합격,없음,0,0.0,정상
Q013620,P013620,2026-06-18 15:34:00,검사원B,불합격,오염,8,0.7,작업환경
Q013621,P013621,2026-08-08 20:22:00,검사원B,합격,없음,0,0.0,정상
Q013622,P013622,2026-11-14 01:45:00,검사원A,합격,없음,0,0.0,정상
Q013623,P013623,2026-10-12 05:01:00,검사원B,합격,없음,0,0.0,정상
Q013624,P013624,2026-09-02 23:14:00,검사원B,불합격,변형,8,0.76,온도 이상
Q013625,P013625,2026-08-18 13:02:00,검사원C,합격,없음,0,0.0,정상
Q013626,P013626,2026-12-28 07:00:00,검사원A,합격,없음,0,0.0,정상
Q013627,P013627,2026-09-09 01:51:00,검사원B,합격,없음,0,0.0,정상
Q013628,P013628,2026-12-01 10:42:00,검사원C,불합격,스크래치,17,1.77,설비 마모
Q013629,P013629,2026-12-16 08:56:00,검사원C,합격,없음,0,0.0,정상
Q013630,P013630,2026-05-27 02:45:00,검사원B,합격,없음,0,0.0,정상
Q013631,P013631,2026-06-11 11:12:00,검사원C,합격,없음,0,0.0,정상
Q013632,P013632,2026-09-16 14:34:00,검사원A,합격,없음,0,0.0,정상
Q013633,P013633,2026-06-01 20:09:00,검사원B,합격,없음,0,0.0,정상
Q013634,P013634,2026-12-21 00:09:00,검사원A,합격,없음,0,0.0,정상
Q013635,P013635,2026-09-12 04:13:00,검사원A,합격,없음,0,0.0,정상
Q013636,P013636,2026-07-28 20:44:00,검사원A,합격,없음,0,0.0,정상
Q013637,P013637,2026-02-26 16:25:00,검사원A,합격,없음,0,0.0,정상
Q013638,P013638,2026-03-17 21:46:00,검사원A,합격,없음,0,0.0,정상
Q013639,P013639,2026-01-29 19:26:00,검사원C,합격,없음,0,0.0,정상
Q013640,P013640,2026-07-21 05:45:00,검사원A,합격,없음,0,0.0,정상
Q013641,P013641,2026-07-30 21:57:00,검사원C,합격,없음,0,0.0,정상
Q013642,P013642,2026-02-08 19:38:00,검사원C,불합격,치수불량,30,3.41,설비 진동
Q013643,P013643,2026-07-24 02:09:00,검사원A,합격,없음,0,0.0,정상
Q013644,P013644,2026-02-12 07:09:00,검사원C,합격,없음,0,0.0,정상
Q013645,P013645,2026-05-23 00:09:00,검사원B,합격,없음,0,0.0,정상
Q013646,P013646,2026-12-04 16:12:00,검사원B,합격,없음,0,0.0,정상
Q013647,P013647,2026-03-03 13:51:00,검사원C,합격,없음,0,0.0,정상
Q013648,P013648,2026-07-31 23:50:00,검사원C,합격,없음,0,0.0,정상
Q013649,P013649,2026-05-09 23:07:00,검사원C,합격,없음,0,0.0,정상
Q013650,P013650,2026-01-06 16:58:00,검사원A,합격,없음,0,0.0,정상
Q013651,P013651,2026-04-03 21:19:00,검사원C,합격,없음,0,0.0,정상
Q013652,P013652,2026-02-10 14:39:00,검사원A,합격,없음,0,0.0,정상
Q013653,P013653,2026-05-25 16:06:00,검사원C,합격,없음,0,0.0,정상
Q013654,P013654,2026-07-10 00:02:00,검사원B,합격,없음,0,0.0,정상
Q013655,P013655,2026-06-01 08:42:00,검사원A,불합격,스크래치,17,1.82,설비 마모
Q013656,P013656,2026-10-14 18:40:00,검사원B,합격,없음,0,0.0,정상
Q013657,P013657,2026-05-25 02:07:00,검사원A,합격,없음,0,0.0,정상
Q013658,P013658,2026-07-17 22:50:00,검사원C,합격,없음,0,0.0,정상
Q013659,P013659,2026-08-07 13:00:00,검사원C,합격,없음,0,0.0,정상
Q013660,P013660,2026-08-16 09:07:00,검사원B,합격,없음,0,0.0,정상
Q013661,P013661,2026-07-31 01:25:00,검사원A,합격,없음,0,0.0,정상
Q013662,P013662,2026-12-31 13:28:00,검사원A,합격,없음,0,0.0,정상
Q013663,P013663,2026-05-05 00:39:00,검사원A,합격,없음,0,0.0,정상
Q013664,P013664,2026-05-27 21:57:00,검사원B,합격,없음,0,0.0,정상
Q013665,P013665,2026-03-04 20:21:00,검사원C,합격,없음,0,0.0,정상
Q013666,P013666,2026-12-17 01:52:00,검사원B,합격,없음,0,0.0,정상
Q013667,P013667,2026-03-09 06:43:00,검사원A,합격,없음,0,0.0,정상
Q013668,P013668,2026-11-26 13:01:00,검사원A,합격,없음,0,0.0,정상
Q013669,P013669,2026-07-02 13:36:00,검사원A,합격,없음,0,0.0,정상
Q013670,P013670,2026-01-07 01:36:00,검사원A,합격,없음,0,0.0,정상
Q013671,P013671,2026-06-30 13:12:00,검사원B,합격,없음,0,0.0,정상
Q013672,P013672,2026-07-13 09:10:00,검사원B,합격,없음,0,0.0,정상
Q013673,P013673,2026-04-17 21:01:00,검사원C,합격,없음,0,0.0,정상
Q013674,P013674,2026-06-28 01:58:00,검사원A,합격,없음,0,0.0,정상
Q013675,P013675,2026-02-14 06:09:00,검사원A,합격,없음,0,0.0,정상
Q013676,P013676,2026-11-11 22:07:00,검사원A,합격,없음,0,0.0,정상
Q013677,P013677,2026-09-09 23:27:00,검사원A,불합격,스크래치,22,2.47,설비 마모
Q013678,P013678,2026-02-05 11:56:00,검사원B,합격,없음,0,0.0,정상
Q013679,P013679,2026-09-13 06:43:00,검사원C,합격,없음,0,0.0,정상
Q013680,P013680,2026-10-13 12:43:00,검사원C,합격,없음,0,0.0,정상
Q013681,P013681,2026-03-13 09:59:00,검사원C,합격,없음,0,0.0,정상
Q013682,P013682,2026-02-23 07:43:00,검사원B,합격,없음,0,0.0,정상
Q013683,P013683,2026-11-10 15:33:00,검사원A,합격,없음,0,0.0,정상
Q013684,P013684,2026-12-07 11:37:00,검사원C,합격,없음,0,0.0,정상
Q013685,P013685,2026-08-18 23:45:00,검사원C,합격,없음,0,0.0,정상
Q013686,P013686,2026-06-26 17:41:00,검사원B,합격,없음,0,0.0,정상
Q013687,P013687,2026-05-12 13:41:00,검사원B,합격,없음,0,0.0,정상
Q013688,P013688,2026-12-17 03:30:00,검사원C,합격,없음,0,0.0,정상
Q013689,P013689,2026-09-06 00:47:00,검사원C,합격,없음,0,0.0,정상
Q013690,P013690,2026-07-17 23:01:00,검사원A,합격,없음,0,0.0,정상
Q013691,P013691,2026-03-11 08:14:00,검사원C,합격,없음,0,0.0,정상
Q013692,P013692,2026-08-01 03:42:00,검사원B,합격,없음,0,0.0,정상
Q013693,P013693,2026-01-04 14:18:00,검사원C,불합격,치수불량,1,0.09,설비 진동
Q013694,P013694,2026-10-16 00:43:00,검사원A,합격,없음,0,0.0,정상
Q013695,P013695,2026-11-14 22:48:00,검사원A,합격,없음,0,0.0,정상
Q013696,P013696,2026-06-28 11:16:00,검사원B,합격,없음,0,0.0,정상
Q013697,P013697,2026-03-03 11:25:00,검사원C,합격,없음,0,0.0,정상
Q013698,P013698,2026-12-03 16:42:00,검사원C,합격,없음,0,0.0,정상
Q013699,P013699,2026-02-23 16:26:00,검사원C,합격,없음,0,0.0,정상
Q013700,P013700,2026-10-12 11:22:00,검사원C,합격,없음,0,0.0,정상
Q013701,P013701,2026-06-30 21:48:00,검사원B,합격,없음,0,0.0,정상
Q013702,P013702,2026-02-13 20:57:00,검사원B,불합격,변형,18,1.96,온도 이상
Q013703,P013703,2026-01-27 21:49:00,검사원A,합격,없음,0,0.0,정상
Q013704,P013704,2026-09-30 22:52:00,검사원C,합격,없음,0,0.0,정상
Q013705,P013705,2026-06-30 00:24:00,검사원B,합격,없음,0,0.0,정상
Q013706,P013706,2026-10-20 08:51:00,검사원B,합격,없음,0,0.0,정상
Q013707,P013707,2026-04-08 01:18:00,검사원B,합격,없음,0,0.0,정상
Q013708,P013708,2026-04-04 18:57:00,검사원C,합격,없음,0,0.0,정상
Q013709,P013709,2026-06-03 09:06:00,검사원A,합격,없음,0,0.0,정상
Q013710,P013710,2026-11-28 22:03:00,검사원B,합격,없음,0,0.0,정상
Q013711,P013711,2026-06-22 19:54:00,검사원C,합격,없음,0,0.0,정상
Q013712,P013712,2026-06-15 17:42:00,검사원C,합격,없음,0,0.0,정상
Q013713,P013713,2026-10-31 23:44:00,검사원B,합격,없음,0,0.0,정상
Q013714,P013714,2026-04-01 16:08:00,검사원B,합격,없음,0,0.0,정상
Q013715,P013715,2026-11-08 22:29:00,검사원C,합격,없음,0,0.0,정상
Q013716,P013716,2026-01-09 06:32:00,검사원B,합격,없음,0,0.0,정상
Q013717,P013717,2026-10-13 13:22:00,검사원A,불합격,변형,2,0.14,온도 이상
Q013718,P013718,2026-08-05 09:18:00,검사원B,합격,없음,0,0.0,정상
Q013719,P013719,2026-02-25 13:58:00,검사원C,합격,없음,0,0.0,정상
Q013720,P013720,2026-09-12 09:40:00,검사원B,합격,없음,0,0.0,정상
Q013721,P013721,2026-11-03 20:56:00,검사원A,합격,없음,0,0.0,정상
Q013722,P013722,2026-10-14 07:45:00,검사원B,합격,없음,0,0.0,정상
Q013723,P013723,2026-04-27 21:28:00,검사원C,합격,없음,0,0.0,정상
Q013724,P013724,2026-08-29 17:10:00,검사원B,합격,없음,0,0.0,정상
Q013725,P013725,2026-04-24 03:35:00,검사원A,합격,없음,0,0.0,정상
Q013726,P013726,2026-07-15 21:13:00,검사원A,합격,없음,0,0.0,정상
Q013727,P013727,2026-06-07 21:12:00,검사원C,합격,없음,0,0.0,정상
Q013728,P013728,2026-01-24 21:41:00,검사원C,합격,없음,0,0.0,정상
Q013729,P013729,2026-09-03 09:14:00,검사원B,합격,없음,0,0.0,정상
Q013730,P013730,2026-08-16 16:29:00,검사원B,합격,없음,0,0.0,정상
Q013731,P013731,2026-05-10 12:46:00,검사원A,합격,없음,0,0.0,정상
Q013732,P013732,2026-01-16 00:19:00,검사원A,합격,없음,0,0.0,정상
Q013733,P013733,2026-04-30 18:02:00,검사원A,합격,없음,0,0.0,정상
Q013734,P013734,2026-01-31 22:33:00,검사원A,합격,없음,0,0.0,정상
Q013735,P013735,2026-09-15 00:01:00,검사원B,합격,없음,0,0.0,정상
Q013736,P013736,2026-05-26 09:32:00,검사원C,불합격,오염,8,0.74,작업환경
Q013737,P013737,2026-10-14 01:26:00,검사원C,합격,없음,0,0.0,정상
Q013738,P013738,2026-01-06 00:58:00,검사원A,합격,없음,0,0.0,정상
Q013739,P013739,2026-01-19 00:11:00,검사원A,합격,없음,0,0.0,정상
Q013740,P013740,2026-06-25 02:37:00,검사원B,합격,없음,0,0.0,정상
Q013741,P013741,2026-07-24 15:00:00,검사원B,합격,없음,0,0.0,정상
Q013742,P013742,2026-01-30 16:14:00,검사원C,합격,없음,0,0.0,정상
Q013743,P013743,2026-04-07 20:15:00,검사원A,합격,없음,0,0.0,정상
Q013744,P013744,2026-03-31 16:53:00,검사원C,합격,없음,0,0.0,정상
Q013745,P013745,2026-10-21 04:10:00,검사원C,합격,없음,0,0.0,정상
Q013746,P013746,2026-06-07 03:48:00,검사원B,합격,없음,0,0.0,정상
Q013747,P013747,2026-08-17 14:19:00,검사원A,합격,없음,0,0.0,정상
Q013748,P013748,2026-04-29 13:23:00,검사원A,합격,없음,0,0.0,정상
Q013749,P013749,2026-03-07 16:57:00,검사원B,합격,없음,0,0.0,정상
Q013750,P013750,2026-10-07 19:09:00,검사원B,합격,없음,0,0.0,정상
Q013751,P013751,2026-06-22 10:34:00,검사원B,합격,없음,0,0.0,정상
Q013752,P013752,2026-10-14 00:46:00,검사원B,합격,없음,0,0.0,정상
Q013753,P013753,2026-08-12 17:49:00,검사원A,합격,없음,0,0.0,정상
Q013754,P013754,2026-02-07 08:25:00,검사원B,합격,없음,0,0.0,정상
Q013755,P013755,2026-06-19 06:04:00,검사원B,합격,없음,0,0.0,정상
Q013756,P013756,2026-11-25 22:28:00,검사원C,합격,없음,0,0.0,정상
Q013757,P013757,2026-10-05 08:24:00,검사원B,합격,없음,0,0.0,정상
Q013758,P013758,2026-09-08 12:37:00,검사원B,합격,없음,0,0.0,정상
Q013759,P013759,2026-08-07 11:51:00,검사원A,합격,없음,0,0.0,정상
Q013760,P013760,2026-09-18 12:01:00,검사원C,합격,없음,0,0.0,정상
Q013761,P013761,2026-05-18 12:23:00,검사원C,합격,없음,0,0.0,정상
Q013762,P013762,2026-01-05 17:40:00,검사원B,합격,없음,0,0.0,정상
Q013763,P013763,2026-04-06 23:13:00,검사원B,합격,없음,0,0.0,정상
Q013764,P013764,2026-07-29 23:18:00,검사원C,합격,없음,0,0.0,정상
Q013765,P013765,2026-09-25 16:02:00,검사원C,합격,없음,0,0.0,정상
Q013766,P013766,2026-04-30 06:57:00,검사원A,합격,없음,0,0.0,정상
Q013767,P013767,2026-12-24 14:27:00,검사원C,합격,없음,0,0.0,정상
Q013768,P013768,2026-07-27 00:32:00,검사원C,합격,없음,0,0.0,정상
Q013769,P013769,2026-06-24 16:35:00,검사원C,합격,없음,0,0.0,정상
Q013770,P013770,2026-11-07 17:40:00,검사원B,합격,없음,0,0.0,정상
Q013771,P013771,2026-08-02 14:53:00,검사원A,합격,없음,0,0.0,정상
Q013772,P013772,2026-02-08 04:38:00,검사원A,합격,없음,0,0.0,정상
Q013773,P013773,2026-08-29 14:00:00,검사원A,합격,없음,0,0.0,정상
Q013774,P013774,2026-07-30 21:17:00,검사원B,합격,없음,0,0.0,정상
Q013775,P013775,2026-02-23 11:33:00,검사원A,합격,없음,0,0.0,정상
Q013776,P013776,2026-01-12 23:22:00,검사원B,합격,없음,0,0.0,정상
Q013777,P013777,2026-09-28 19:10:00,검사원A,불합격,변형,3,0.29,온도 이상
Q013778,P013778,2026-08-08 13:42:00,검사원A,합격,없음,0,0.0,정상
Q013779,P013779,2026-12-25 04:34:00,검사원B,합격,없음,0,0.0,정상
Q013780,P013780,2026-04-25 21:41:00,검사원A,합격,없음,0,0.0,정상
Q013781,P013781,2026-12-17 09:55:00,검사원B,합격,없음,0,0.0,정상
Q013782,P013782,2026-02-09 11:04:00,검사원B,합격,없음,0,0.0,정상
Q013783,P013783,2026-05-24 11:01:00,검사원C,합격,없음,0,0.0,정상
Q013784,P013784,2026-08-24 20:44:00,검사원B,합격,없음,0,0.0,정상
Q013785,P013785,2026-07-22 10:54:00,검사원C,합격,없음,0,0.0,정상
Q013786,P013786,2026-07-03 07:42:00,검사원A,합격,없음,0,0.0,정상
Q013787,P013787,2026-07-21 15:51:00,검사원C,합격,없음,0,0.0,정상
Q013788,P013788,2026-06-13 17:51:00,검사원B,합격,없음,0,0.0,정상
Q013789,P013789,2026-11-26 12:20:00,검사원A,합격,없음,0,0.0,정상
Q013790,P013790,2026-09-06 18:06:00,검사원C,합격,없음,0,0.0,정상
Q013791,P013791,2026-05-11 11:34:00,검사원C,합격,없음,0,0.0,정상
Q013792,P013792,2026-12-13 18:35:00,검사원B,합격,없음,0,0.0,정상
Q013793,P013793,2026-10-28 15:59:00,검사원A,합격,없음,0,0.0,정상
Q013794,P013794,2026-06-25 23:54:00,검사원C,합격,없음,0,0.0,정상
Q013795,P013795,2026-04-15 07:48:00,검사원A,합격,없음,0,0.0,정상
Q013796,P013796,2026-06-16 17:48:00,검사원C,합격,없음,0,0.0,정상
Q013797,P013797,2026-02-19 11:12:00,검사원A,합격,없음,0,0.0,정상
Q013798,P013798,2026-06-13 21:36:00,검사원A,합격,없음,0,0.0,정상
Q013799,P013799,2026-09-12 02:44:00,검사원B,합격,없음,0,0.0,정상
Q013800,P013800,2026-10-06 01:26:00,검사원C,합격,없음,0,0.0,정상
Q013801,P013801,2026-04-22 02:53:00,검사원B,합격,없음,0,0.0,정상
Q013802,P013802,2026-12-15 02:58:00,검사원C,합격,없음,0,0.0,정상
Q013803,P013803,2026-10-15 06:17:00,검사원C,합격,없음,0,0.0,정상
Q013804,P013804,2026-03-03 09:04:00,검사원B,합격,없음,0,0.0,정상
Q013805,P013805,2026-12-04 09:04:00,검사원B,합격,없음,0,0.0,정상
Q013806,P013806,2026-05-31 23:49:00,검사원B,합격,없음,0,0.0,정상
Q013807,P013807,2026-10-01 17:30:00,검사원C,합격,없음,0,0.0,정상
Q013808,P013808,2026-06-22 14:13:00,검사원C,합격,없음,0,0.0,정상
Q013809,P013809,2026-07-04 04:32:00,검사원B,합격,없음,0,0.0,정상
Q013810,P013810,2026-09-14 07:58:00,검사원B,합격,없음,0,0.0,정상
Q013811,P013811,2026-03-26 14:13:00,검사원C,합격,없음,0,0.0,정상
Q013812,P013812,2026-09-03 02:03:00,검사원C,합격,없음,0,0.0,정상
Q013813,P013813,2026-09-11 07:30:00,검사원C,합격,없음,0,0.0,정상
Q013814,P013814,2026-10-25 05:22:00,검사원C,합격,없음,0,0.0,정상
Q013815,P013815,2026-04-14 19:14:00,검사원B,합격,없음,0,0.0,정상
Q013816,P013816,2026-01-07 20:37:00,검사원B,합격,없음,0,0.0,정상
Q013817,P013817,2026-06-04 15:16:00,검사원A,합격,없음,0,0.0,정상
Q013818,P013818,2026-05-31 01:22:00,검사원A,합격,없음,0,0.0,정상
Q013819,P013819,2026-02-27 15:10:00,검사원A,합격,없음,0,0.0,정상
Q013820,P013820,2026-11-21 12:09:00,검사원B,합격,없음,0,0.0,정상
Q013821,P013821,2026-06-21 04:08:00,검사원A,합격,없음,0,0.0,정상
Q013822,P013822,2026-08-30 17:42:00,검사원B,합격,없음,0,0.0,정상
Q013823,P013823,2026-12-14 23:52:00,검사원B,합격,없음,0,0.0,정상
Q013824,P013824,2026-05-26 14:39:00,검사원C,합격,없음,0,0.0,정상
Q013825,P013825,2026-01-07 11:29:00,검사원B,합격,없음,0,0.0,정상
Q013826,P013826,2026-11-01 01:22:00,검사원C,합격,없음,0,0.0,정상
Q013827,P013827,2026-09-07 09:49:00,검사원C,합격,없음,0,0.0,정상
Q013828,P013828,2026-04-17 23:23:00,검사원A,합격,없음,0,0.0,정상
Q013829,P013829,2026-05-19 07:44:00,검사원B,합격,없음,0,0.0,정상
Q013830,P013830,2026-08-01 12:05:00,검사원B,합격,없음,0,0.0,정상
Q013831,P013831,2026-05-06 16:29:00,검사원C,합격,없음,0,0.0,정상
Q013832,P013832,2026-07-23 21:44:00,검사원A,합격,없음,0,0.0,정상
Q013833,P013833,2026-07-21 21:56:00,검사원C,합격,없음,0,0.0,정상
Q013834,P013834,2026-02-04 07:00:00,검사원C,불합격,변형,8,0.82,온도 이상
Q013835,P013835,2026-08-13 00:15:00,검사원C,합격,없음,0,0.0,정상
Q013836,P013836,2026-04-05 17:50:00,검사원A,합격,없음,0,0.0,정상
Q013837,P013837,2026-10-11 19:41:00,검사원B,합격,없음,0,0.0,정상
Q013838,P013838,2026-12-25 11:39:00,검사원C,합격,없음,0,0.0,정상
Q013839,P013839,2026-11-14 09:04:00,검사원A,불합격,스크래치,9,0.93,설비 마모
Q013840,P013840,2026-02-21 03:13:00,검사원B,합격,없음,0,0.0,정상
Q013841,P013841,2026-12-11 23:20:00,검사원A,합격,없음,0,0.0,정상
Q013842,P013842,2026-11-26 09:39:00,검사원B,합격,없음,0,0.0,정상
Q013843,P013843,2026-05-22 23:44:00,검사원A,합격,없음,0,0.0,정상
Q013844,P013844,2026-04-14 17:51:00,검사원A,합격,없음,0,0.0,정상
Q013845,P013845,2026-03-21 00:33:00,검사원C,합격,없음,0,0.0,정상
Q013846,P013846,2026-10-15 21:53:00,검사원B,합격,없음,0,0.0,정상
Q013847,P013847,2026-09-21 22:02:00,검사원B,합격,없음,0,0.0,정상
Q013848,P013848,2026-11-11 12:35:00,검사원C,합격,없음,0,0.0,정상
Q013849,P013849,2026-09-04 12:13:00,검사원C,불합격,변형,8,0.88,온도 이상
Q013850,P013850,2026-06-23 20:16:00,검사원C,합격,없음,0,0.0,정상
Q013851,P013851,2026-02-22 16:24:00,검사원C,합격,없음,0,0.0,정상
Q013852,P013852,2026-11-29 08:26:00,검사원B,합격,없음,0,0.0,정상
Q013853,P013853,2026-02-20 06:48:00,검사원C,합격,없음,0,0.0,정상
Q013854,P013854,2026-02-11 23:31:00,검사원B,합격,없음,0,0.0,정상
Q013855,P013855,2026-01-29 23:26:00,검사원B,합격,없음,0,0.0,정상
Q013856,P013856,2026-02-17 11:55:00,검사원C,합격,없음,0,0.0,정상
Q013857,P013857,2026-03-14 15:22:00,검사원C,합격,없음,0,0.0,정상
Q013858,P013858,2026-04-13 12:45:00,검사원C,합격,없음,0,0.0,정상
Q013859,P013859,2026-08-15 00:40:00,검사원C,합격,없음,0,0.0,정상
Q013860,P013860,2026-02-13 20:47:00,검사원A,합격,없음,0,0.0,정상
Q013861,P013861,2026-11-06 16:28:00,검사원A,합격,없음,0,0.0,정상
Q013862,P013862,2026-10-05 04:17:00,검사원C,합격,없음,0,0.0,정상
Q013863,P013863,2026-10-09 15:57:00,검사원B,합격,없음,0,0.0,정상
Q013864,P013864,2026-07-16 11:07:00,검사원A,합격,없음,0,0.0,정상
Q013865,P013865,2026-11-17 16:54:00,검사원C,합격,없음,0,0.0,정상
Q013866,P013866,2026-03-13 14:47:00,검사원B,합격,없음,0,0.0,정상
Q013867,P013867,2026-03-06 18:53:00,검사원C,합격,없음,0,0.0,정상
Q013868,P013868,2026-10-29 11:51:00,검사원C,합격,없음,0,0.0,정상
Q013869,P013869,2026-03-12 21:21:00,검사원A,합격,없음,0,0.0,정상
Q013870,P013870,2026-12-04 13:28:00,검사원B,합격,없음,0,0.0,정상
Q013871,P013871,2026-06-24 12:44:00,검사원A,합격,없음,0,0.0,정상
Q013872,P013872,2026-12-08 19:17:00,검사원C,합격,없음,0,0.0,정상
Q013873,P013873,2026-01-19 00:11:00,검사원B,합격,없음,0,0.0,정상
Q013874,P013874,2026-01-07 20:31:00,검사원B,합격,없음,0,0.0,정상
